id_esperimento,seed,round,p_profile,accuracy,loss,energia(J),banda(MB),flops_inferenza,samples
1,486,1,0.50,8.4337e-02,4.1030e+00,7.0778e-03,1.0417e-01,1.8881e+05,330
1,486,2,0.50,8.4337e-02,4.0565e+00,7.0778e-03,1.0417e-01,1.8881e+05,330
1,486,3,0.50,8.4337e-02,4.0104e+00,7.0778e-03,1.0417e-01,1.8881e+05,330
1,486,4,0.50,1.0843e-01,3.9333e+00,7.0778e-03,1.0417e-01,1.8881e+05,330
1,486,5,0.50,6.0241e-02,3.8063e+00,7.0778e-03,1.0417e-01,1.8881e+05,330
1,486,6,0.50,8.4337e-02,3.7596e+00,7.0778e-03,1.0417e-01,1.8881e+05,330
1,486,7,0.50,8.4337e-02,3.7423e+00,7.0778e-03,1.0417e-01,1.8881e+05,330
1,486,8,0.50,8.4337e-02,3.7319e+00,7.0778e-03,1.0417e-01,1.8881e+05,330
1,486,9,0.50,8.4337e-02,3.7250e+00,7.0778e-03,1.0417e-01,1.8881e+05,330
1,486,10,0.50,8.4337e-02,3.7192e+00,7.0778e-03,1.0417e-01,1.8881e+05,330
1,486,11,0.50,8.4337e-02,3.7142e+00,7.0778e-03,1.0417e-01,1.8881e+05,330
1,486,12,0.50,8.4337e-02,3.7098e+00,7.0778e-03,1.0417e-01,1.8881e+05,330
1,486,13,0.50,8.4337e-02,3.7055e+00,7.0778e-03,1.0417e-01,1.8881e+05,330
1,486,14,0.50,8.4337e-02,3.7004e+00,7.0778e-03,1.0417e-01,1.8881e+05,330
1,486,15,0.50,8.4337e-02,3.6945e+00,7.0778e-03,1.0417e-01,1.8881e+05,330
1,486,16,0.50,8.4337e-02,3.6862e+00,7.0778e-03,1.0417e-01,1.8881e+05,330
1,486,17,0.50,8.4337e-02,3.6728e+00,7.0778e-03,1.0417e-01,1.8881e+05,330
1,486,18,0.50,8.4337e-02,3.6493e+00,7.0778e-03,1.0417e-01,1.8881e+05,330
1,486,19,0.50,1.2048e-01,3.5972e+00,7.0778e-03,1.0417e-01,1.8881e+05,330
1,486,20,0.50,1.3253e-01,3.4835e+00,7.0778e-03,1.0417e-01,1.8881e+05,330
1,486,21,0.50,1.5663e-01,3.3445e+00,7.0778e-03,1.0417e-01,1.8881e+05,330
1,486,22,0.50,2.0482e-01,3.2237e+00,7.0778e-03,1.0417e-01,1.8881e+05,330
1,486,23,0.50,2.0482e-01,3.1011e+00,7.0778e-03,1.0417e-01,1.8881e+05,330
1,486,24,0.50,2.2892e-01,2.9799e+00,7.0778e-03,1.0417e-01,1.8881e+05,330
1,486,25,0.50,2.5301e-01,2.8675e+00,7.0778e-03,1.0417e-01,1.8881e+05,330
1,486,26,0.50,2.5301e-01,2.7565e+00,7.0778e-03,1.0417e-01,1.8881e+05,330
1,486,27,0.50,2.6506e-01,2.6372e+00,7.0778e-03,1.0417e-01,1.8881e+05,330
1,486,28,0.50,3.0120e-01,2.5353e+00,7.0778e-03,1.0417e-01,1.8881e+05,330
1,486,29,0.50,2.8916e-01,2.4168e+00,7.0778e-03,1.0417e-01,1.8881e+05,330
1,486,30,0.50,3.1325e-01,2.3117e+00,7.0778e-03,1.0417e-01,1.8881e+05,330
2,487,1,0.50,2.4096e-02,4.1106e+00,7.0778e-03,1.0417e-01,1.8881e+05,330
2,487,2,0.50,6.0241e-02,4.0617e+00,7.0778e-03,1.0417e-01,1.8881e+05,330
2,487,3,0.50,6.0241e-02,4.0072e+00,7.0778e-03,1.0417e-01,1.8881e+05,330
2,487,4,0.50,6.0241e-02,3.8747e+00,7.0778e-03,1.0417e-01,1.8881e+05,330
2,487,5,0.50,6.0241e-02,3.7918e+00,7.0778e-03,1.0417e-01,1.8881e+05,330
2,487,6,0.50,6.0241e-02,3.7556e+00,7.0778e-03,1.0417e-01,1.8881e+05,330
2,487,7,0.50,6.0241e-02,3.7381e+00,7.0778e-03,1.0417e-01,1.8881e+05,330
2,487,8,0.50,6.0241e-02,3.7268e+00,7.0778e-03,1.0417e-01,1.8881e+05,330
2,487,9,0.50,6.0241e-02,3.7189e+00,7.0778e-03,1.0417e-01,1.8881e+05,330
2,487,10,0.50,6.0241e-02,3.7126e+00,7.0778e-03,1.0417e-01,1.8881e+05,330
2,487,11,0.50,6.0241e-02,3.7077e+00,7.0778e-03,1.0417e-01,1.8881e+05,330
2,487,12,0.50,6.0241e-02,3.7032e+00,7.0778e-03,1.0417e-01,1.8881e+05,330
2,487,13,0.50,6.0241e-02,3.6991e+00,7.0778e-03,1.0417e-01,1.8881e+05,330
2,487,14,0.50,6.0241e-02,3.6954e+00,7.0778e-03,1.0417e-01,1.8881e+05,330
2,487,15,0.50,6.0241e-02,3.6918e+00,7.0778e-03,1.0417e-01,1.8881e+05,330
2,487,16,0.50,6.0241e-02,3.6883e+00,7.0778e-03,1.0417e-01,1.8881e+05,330
2,487,17,0.50,6.0241e-02,3.6842e+00,7.0778e-03,1.0417e-01,1.8881e+05,330
2,487,18,0.50,6.0241e-02,3.6801e+00,7.0778e-03,1.0417e-01,1.8881e+05,330
2,487,19,0.50,6.0241e-02,3.6746e+00,7.0778e-03,1.0417e-01,1.8881e+05,330
