id_esperimento,seed,round,p_profile,accuracy,loss,energia(J),banda(MB),flops_inferenza,samples
1,376,1,0.75,3.3333e-01,2.2890e+00,5.5057e-02,1.9118e-01,3.1596e+05,4800
1,376,2,0.75,5.8417e-01,1.5729e+00,5.5057e-02,1.9118e-01,3.1596e+05,4800
1,376,3,0.75,6.6667e-01,1.0042e+00,5.5057e-02,1.9118e-01,3.1596e+05,4800
1,376,4,0.75,6.9083e-01,8.2821e-01,5.5057e-02,1.9118e-01,3.1596e+05,4800
1,376,5,0.75,7.2083e-01,7.4450e-01,5.5057e-02,1.9118e-01,3.1596e+05,4800
1,376,6,0.75,7.2833e-01,6.9618e-01,5.5057e-02,1.9118e-01,3.1596e+05,4800
1,376,7,0.75,7.4000e-01,6.6442e-01,5.5057e-02,1.9118e-01,3.1596e+05,4800
1,376,8,0.75,7.5750e-01,6.3833e-01,5.5057e-02,1.9118e-01,3.1596e+05,4800
1,376,9,0.75,7.6167e-01,6.1896e-01,5.5057e-02,1.9118e-01,3.1596e+05,4800
1,376,10,0.75,7.6583e-01,6.0027e-01,5.5057e-02,1.9118e-01,3.1596e+05,4800
1,376,11,0.75,7.7500e-01,5.8481e-01,5.5057e-02,1.9118e-01,3.1596e+05,4800
1,376,12,0.75,7.8333e-01,5.6952e-01,5.5057e-02,1.9118e-01,3.1596e+05,4800
1,376,13,0.75,7.9167e-01,5.5646e-01,5.5057e-02,1.9118e-01,3.1596e+05,4800
1,376,14,0.75,8.0000e-01,5.4445e-01,5.5057e-02,1.9118e-01,3.1596e+05,4800
1,376,15,0.75,8.0333e-01,5.3372e-01,5.5057e-02,1.9118e-01,3.1596e+05,4800
2,377,1,0.75,9.9167e-02,2.2982e+00,5.5057e-02,1.9118e-01,3.1596e+05,4800
2,377,2,0.75,4.7083e-01,2.1702e+00,5.5057e-02,1.9118e-01,3.1596e+05,4800
2,377,3,0.75,6.8833e-01,1.3141e+00,5.5057e-02,1.9118e-01,3.1596e+05,4800
2,377,4,0.75,7.0917e-01,9.1025e-01,5.5057e-02,1.9118e-01,3.1596e+05,4800
2,377,5,0.75,7.3250e-01,8.0419e-01,5.5057e-02,1.9118e-01,3.1596e+05,4800
2,377,6,0.75,7.4167e-01,7.5326e-01,5.5057e-02,1.9118e-01,3.1596e+05,4800
2,377,7,0.75,7.5167e-01,7.1637e-01,5.5057e-02,1.9118e-01,3.1596e+05,4800
2,377,8,0.75,7.6333e-01,6.8355e-01,5.5057e-02,1.9118e-01,3.1596e+05,4800
2,377,9,0.75,7.7583e-01,6.5504e-01,5.5057e-02,1.9118e-01,3.1596e+05,4800
