id_esperimento,seed,round,p_profile,accuracy,loss,energia(J),banda(MB),flops_inferenza,samples
1,376,1,0.25,1.1417e-01,2.3028e+00,7.9110e-03,2.2514e-02,4.7120e+04,4800
1,376,2,0.25,1.0583e-01,2.3012e+00,7.9110e-03,2.2514e-02,4.7120e+04,4800
1,376,3,0.25,1.9000e-01,2.2542e+00,7.9110e-03,2.2514e-02,4.7120e+04,4800
1,376,4,0.25,5.1000e-01,1.7686e+00,7.9110e-03,2.2514e-02,4.7120e+04,4800
1,376,5,0.25,6.3083e-01,1.2200e+00,7.9110e-03,2.2514e-02,4.7120e+04,4800
1,376,6,0.25,6.6917e-01,1.0311e+00,7.9110e-03,2.2514e-02,4.7120e+04,4800
1,376,7,0.25,7.0083e-01,9.3304e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
1,376,8,0.25,7.1583e-01,8.7383e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
1,376,9,0.25,7.2500e-01,8.3193e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
1,376,10,0.25,7.2500e-01,8.0230e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
1,376,11,0.25,7.3417e-01,7.8030e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
1,376,12,0.25,7.3583e-01,7.6302e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
1,376,13,0.25,7.3833e-01,7.4759e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
1,376,14,0.25,7.4083e-01,7.3476e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
1,376,15,0.25,7.4333e-01,7.2367e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
2,377,1,0.25,1.1333e-01,2.3042e+00,7.9110e-03,2.2514e-02,4.7120e+04,4800
2,377,2,0.25,7.9167e-02,2.3032e+00,7.9110e-03,2.2514e-02,4.7120e+04,4800
2,377,3,0.25,7.9167e-02,2.3011e+00,7.9110e-03,2.2514e-02,4.7120e+04,4800
2,377,4,0.25,2.3500e-01,2.1831e+00,7.9110e-03,2.2514e-02,4.7120e+04,4800
2,377,5,0.25,5.5833e-01,1.4513e+00,7.9110e-03,2.2514e-02,4.7120e+04,4800
2,377,6,0.25,6.2500e-01,1.0944e+00,7.9110e-03,2.2514e-02,4.7120e+04,4800
2,377,7,0.25,6.6833e-01,9.5585e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
2,377,8,0.25,6.7250e-01,8.8246e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
2,377,9,0.25,6.8000e-01,8.3732e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
2,377,10,0.25,6.8917e-01,8.0443e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
2,377,11,0.25,7.0083e-01,7.7883e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
2,377,12,0.25,7.0750e-01,7.5852e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
2,377,13,0.25,7.1667e-01,7.4034e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
2,377,14,0.25,7.2583e-01,7.2517e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
2,377,15,0.25,7.3333e-01,7.1010e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
3,378,1,0.25,1.0500e-01,2.3039e+00,7.9110e-03,2.2514e-02,4.7120e+04,4800
3,378,2,0.25,1.0500e-01,2.3026e+00,7.9110e-03,2.2514e-02,4.7120e+04,4800
3,378,3,0.25,2.0917e-01,2.2415e+00,7.9110e-03,2.2514e-02,4.7120e+04,4800
3,378,4,0.25,5.6667e-01,1.3452e+00,7.9110e-03,2.2514e-02,4.7120e+04,4800
3,378,5,0.25,6.0250e-01,1.0299e+00,7.9110e-03,2.2514e-02,4.7120e+04,4800
3,378,6,0.25,6.3750e-01,9.2722e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
3,378,7,0.25,6.5917e-01,8.7326e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
3,378,8,0.25,6.7333e-01,8.3766e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
3,378,9,0.25,6.8750e-01,8.1067e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
3,378,10,0.25,6.9667e-01,7.8841e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
3,378,11,0.25,6.9333e-01,7.6902e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
3,378,12,0.25,7.1333e-01,7.5163e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
3,378,13,0.25,7.2333e-01,7.3570e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
3,378,14,0.25,7.3167e-01,7.2032e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
3,378,15,0.25,7.3250e-01,7.0689e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
4,379,1,0.25,9.0000e-02,2.3043e+00,7.9110e-03,2.2514e-02,4.7120e+04,4800
4,379,2,0.25,4.8500e-01,1.9680e+00,7.9110e-03,2.2514e-02,4.7120e+04,4800
4,379,3,0.25,5.6667e-01,1.2405e+00,7.9110e-03,2.2514e-02,4.7120e+04,4800
4,379,4,0.25,6.2417e-01,1.0773e+00,7.9110e-03,2.2514e-02,4.7120e+04,4800
4,379,5,0.25,6.4250e-01,9.9750e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
4,379,6,0.25,6.4833e-01,9.5187e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
4,379,7,0.25,6.6250e-01,9.2067e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
4,379,8,0.25,6.7667e-01,8.9405e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
4,379,9,0.25,6.8333e-01,8.7054e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
4,379,10,0.25,6.9083e-01,8.4971e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
4,379,11,0.25,6.9833e-01,8.3125e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
4,379,12,0.25,6.9833e-01,8.1505e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
4,379,13,0.25,7.1083e-01,7.9805e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
4,379,14,0.25,7.0667e-01,7.8433e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
4,379,15,0.25,7.1000e-01,7.7042e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
5,380,1,0.25,9.6667e-02,2.3030e+00,7.9110e-03,2.2514e-02,4.7120e+04,4800
5,380,2,0.25,9.6667e-02,2.3023e+00,7.9110e-03,2.2514e-02,4.7120e+04,4800
5,380,3,0.25,1.0583e-01,2.2959e+00,7.9110e-03,2.2514e-02,4.7120e+04,4800
5,380,4,0.25,3.4583e-01,2.0308e+00,7.9110e-03,2.2514e-02,4.7120e+04,4800
5,380,5,0.25,5.3167e-01,1.5484e+00,7.9110e-03,2.2514e-02,4.7120e+04,4800
5,380,6,0.25,5.4583e-01,1.3112e+00,7.9110e-03,2.2514e-02,4.7120e+04,4800
5,380,7,0.25,5.8833e-01,1.1949e+00,7.9110e-03,2.2514e-02,4.7120e+04,4800
5,380,8,0.25,6.2417e-01,1.1072e+00,7.9110e-03,2.2514e-02,4.7120e+04,4800
5,380,9,0.25,6.3833e-01,1.0400e+00,7.9110e-03,2.2514e-02,4.7120e+04,4800
5,380,10,0.25,6.4917e-01,9.8600e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
5,380,11,0.25,6.6667e-01,9.4187e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
5,380,12,0.25,6.7750e-01,9.0304e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
5,380,13,0.25,6.8583e-01,8.6836e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
5,380,14,0.25,6.9833e-01,8.3825e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
5,380,15,0.25,7.0167e-01,8.1241e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
6,381,1,0.25,1.0167e-01,2.3031e+00,7.9110e-03,2.2514e-02,4.7120e+04,4800
6,381,2,0.25,1.0167e-01,2.3029e+00,7.9110e-03,2.2514e-02,4.7120e+04,4800
6,381,3,0.25,1.7500e-01,2.2852e+00,7.9110e-03,2.2514e-02,4.7120e+04,4800
6,381,4,0.25,5.3750e-01,1.7469e+00,7.9110e-03,2.2514e-02,4.7120e+04,4800
6,381,5,0.25,5.9167e-01,1.2905e+00,7.9110e-03,2.2514e-02,4.7120e+04,4800
6,381,6,0.25,6.0250e-01,1.1432e+00,7.9110e-03,2.2514e-02,4.7120e+04,4800
6,381,7,0.25,6.2083e-01,1.0587e+00,7.9110e-03,2.2514e-02,4.7120e+04,4800
6,381,8,0.25,6.2000e-01,1.0020e+00,7.9110e-03,2.2514e-02,4.7120e+04,4800
6,381,9,0.25,6.3333e-01,9.6114e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
6,381,10,0.25,6.4583e-01,9.2812e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
6,381,11,0.25,6.6333e-01,9.0256e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
6,381,12,0.25,6.6833e-01,8.8146e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
6,381,13,0.25,6.8333e-01,8.6255e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
6,381,14,0.25,6.8917e-01,8.4601e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
6,381,15,0.25,6.9917e-01,8.3002e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
7,382,1,0.25,9.5833e-02,2.3044e+00,7.9110e-03,2.2514e-02,4.7120e+04,4800
7,382,2,0.25,1.9833e-01,2.3030e+00,7.9110e-03,2.2514e-02,4.7120e+04,4800
7,382,3,0.25,4.0917e-01,2.0777e+00,7.9110e-03,2.2514e-02,4.7120e+04,4800
7,382,4,0.25,5.6750e-01,1.3011e+00,7.9110e-03,2.2514e-02,4.7120e+04,4800
7,382,5,0.25,6.3417e-01,1.0643e+00,7.9110e-03,2.2514e-02,4.7120e+04,4800
7,382,6,0.25,6.6750e-01,9.5573e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
7,382,7,0.25,6.9417e-01,8.8833e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
7,382,8,0.25,7.0917e-01,8.3724e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
7,382,9,0.25,7.1750e-01,7.9717e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
7,382,10,0.25,7.3083e-01,7.6388e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
7,382,11,0.25,7.3083e-01,7.3818e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
7,382,12,0.25,7.3333e-01,7.1762e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
7,382,13,0.25,7.4083e-01,7.0067e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
7,382,14,0.25,7.4500e-01,6.8641e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
7,382,15,0.25,7.4417e-01,6.7391e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
8,383,1,0.25,1.0583e-01,2.3043e+00,7.9110e-03,2.2514e-02,4.7120e+04,4800
8,383,2,0.25,1.0583e-01,2.3034e+00,7.9110e-03,2.2514e-02,4.7120e+04,4800
8,383,3,0.25,1.3000e-01,2.2980e+00,7.9110e-03,2.2514e-02,4.7120e+04,4800
8,383,4,0.25,5.8167e-01,1.6601e+00,7.9110e-03,2.2514e-02,4.7120e+04,4800
8,383,5,0.25,6.1333e-01,1.2118e+00,7.9110e-03,2.2514e-02,4.7120e+04,4800
8,383,6,0.25,6.5750e-01,1.0805e+00,7.9110e-03,2.2514e-02,4.7120e+04,4800
8,383,7,0.25,6.7000e-01,9.9518e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
8,383,8,0.25,6.7750e-01,9.3978e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
8,383,9,0.25,6.8500e-01,8.9947e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
