id_esperimento,seed,round,p_profile,accuracy,loss,energia(J),banda(MB),flops_inferenza,samples
1,522,1,0.25,4.8041e-01,2.5632e+00,9.7913e-02,3.1242e-02,4.9304e+04,65141
1,522,2,0.25,5.0362e-01,1.8811e+00,9.7913e-02,3.1242e-02,4.9304e+04,65141
1,522,3,0.25,5.4089e-01,1.7386e+00,9.7913e-02,3.1242e-02,4.9304e+04,65141
1,522,4,0.25,5.5612e-01,1.6883e+00,9.7913e-02,3.1242e-02,4.9304e+04,65141
1,522,5,0.25,5.7786e-01,1.6592e+00,9.7913e-02,3.1242e-02,4.9304e+04,65141
1,522,6,0.25,5.7712e-01,1.6367e+00,9.7913e-02,3.1242e-02,4.9304e+04,65141
1,522,7,0.25,5.6404e-01,1.6350e+00,9.7913e-02,3.1242e-02,4.9304e+04,65141
1,522,8,0.25,5.5747e-01,1.6290e+00,9.7913e-02,3.1242e-02,4.9304e+04,65141
1,522,9,0.25,5.6717e-01,1.6290e+00,9.7913e-02,3.1242e-02,4.9304e+04,65141
1,522,10,0.25,5.7602e-01,1.6323e+00,9.7913e-02,3.1242e-02,4.9304e+04,65141

2,523,1,0.25,5.0725e-01,2.3735e+00,9.7913e-02,3.1242e-02,4.9304e+04,65141
2,523,2,0.25,4.8447e-02,2.0593e+00,9.7913e-02,3.1242e-02,4.9304e+04,65141
2,523,3,0.25,5.3948e-01,1.7354e+00,9.7913e-02,3.1242e-02,4.9304e+04,65141
2,523,4,0.25,5.5796e-01,2.4779e+00,9.7913e-02,3.1242e-02,4.9304e+04,65141
2,523,5,0.25,4.9613e-02,1.9343e+00,9.7913e-02,3.1242e-02,4.9304e+04,65141
2,523,6,0.25,4.8569e-02,2.4839e+00,9.7913e-02,3.1242e-02,4.9304e+04,65141
2,523,7,0.25,5.7761e-01,2.0926e+00,9.7913e-02,3.1242e-02,4.9304e+04,65141
2,523,8,0.25,4.8447e-02,2.4794e+00,9.7913e-02,3.1242e-02,4.9304e+04,65141
2,523,9,0.25,4.8447e-02,3.6915e+00,9.7913e-02,3.1242e-02,4.9304e+04,65141
2,523,10,0.25,5.6582e-01,2.2635e+00,9.7913e-02,3.1242e-02,4.9304e+04,65141
3,524,1,0.25,4.9810e-01,2.5365e+00,9.7913e-02,3.1242e-02,4.9304e+04,65141
3,524,2,0.25,5.0086e-01,1.8275e+00,9.7913e-02,3.1242e-02,4.9304e+04,65141
3,524,3,0.25,5.4740e-01,1.6764e+00,9.7913e-02,3.1242e-02,4.9304e+04,65141
3,524,4,0.25,5.8338e-01,1.6373e+00,9.7913e-02,3.1242e-02,4.9304e+04,65141
3,524,5,0.25,5.5649e-01,1.6234e+00,9.7913e-02,3.1242e-02,4.9304e+04,65141
3,524,6,0.25,5.8578e-01,1.6062e+00,9.7913e-02,3.1242e-02,4.9304e+04,65141
3,524,7,0.25,5.7737e-01,1.6053e+00,9.7913e-02,3.1242e-02,4.9304e+04,65141
3,524,8,0.25,5.7718e-01,1.5844e+00,9.7913e-02,3.1242e-02,4.9304e+04,65141
3,524,9,0.25,5.6938e-01,1.6045e+00,9.7913e-02,3.1242e-02,4.9304e+04,65141
3,524,10,0.25,5.2653e-01,1.6036e+00,9.7913e-02,3.1242e-02,4.9304e+04,65141
