id_esperimento,seed,round,p_profile,accuracy,loss,energia(J),banda(MB),flops_inferenza,samples
1,522,1,0.50,6.5633e-01,1.6666e+00,3.7419e-01,1.0417e-01,1.8881e+05,65142
1,522,2,0.50,7.0146e-01,1.2465e+00,3.7419e-01,1.0417e-01,1.8881e+05,65142
1,522,3,0.50,7.0582e-01,1.0788e+00,3.7419e-01,1.0417e-01,1.8881e+05,65142
1,522,4,0.50,6.8138e-01,1.0137e+00,3.7419e-01,1.0417e-01,1.8881e+05,65142
1,522,5,0.50,7.0036e-01,9.8625e-01,3.7419e-01,1.0417e-01,1.8881e+05,65142
1,522,6,0.50,7.0318e-01,9.7650e-01,3.7419e-01,1.0417e-01,1.8881e+05,65142
1,522,7,0.50,7.1313e-01,9.6187e-01,3.7419e-01,1.0417e-01,1.8881e+05,65142
1,522,8,0.50,7.1337e-01,9.4937e-01,3.7419e-01,1.0417e-01,1.8881e+05,65142
1,522,9,0.50,7.2185e-01,9.4299e-01,3.7419e-01,1.0417e-01,1.8881e+05,65142
1,522,10,0.50,7.0834e-01,9.3451e-01,3.7419e-01,1.0417e-01,1.8881e+05,65142

2,523,1,0.50,6.8292e-01,1.6658e+00,3.7419e-01,1.0417e-01,1.8881e+05,65142
2,523,2,0.50,6.8832e-01,1.1704e+00,3.7419e-01,1.0417e-01,1.8881e+05,65142
2,523,3,0.50,7.0901e-01,1.0236e+00,3.7419e-01,1.0417e-01,1.8881e+05,65142
2,523,4,0.50,7.1908e-01,9.7300e-01,3.7419e-01,1.0417e-01,1.8881e+05,65142
2,523,5,0.50,7.1700e-01,9.4568e-01,3.7419e-01,1.0417e-01,1.8881e+05,65142
2,523,6,0.50,7.0828e-01,9.3205e-01,3.7419e-01,1.0417e-01,1.8881e+05,65142
2,523,7,0.50,7.3443e-01,9.2244e-01,3.7419e-01,1.0417e-01,1.8881e+05,65142
2,523,8,0.50,7.3339e-01,9.1352e-01,3.7419e-01,1.0417e-01,1.8881e+05,65142
2,523,9,0.50,7.2271e-01,9.0303e-01,3.7419e-01,1.0417e-01,1.8881e+05,65142
2,523,10,0.50,7.4315e-01,8.9219e-01,3.7419e-01,1.0417e-01,1.8881e+05,65142
3,524,1,0.50,6.6493e-01,1.6265e+00,3.7419e-01,1.0417e-01,1.8881e+05,65142
3,524,2,0.50,6.8568e-01,1.1531e+00,3.7419e-01,1.0417e-01,1.8881e+05,65142
3,524,3,0.50,7.0472e-01,1.0394e+00,3.7419e-01,1.0417e-01,1.8881e+05,65142
3,524,4,0.50,6.9471e-01,1.0008e+00,3.7419e-01,1.0417e-01,1.8881e+05,65142
3,524,5,0.50,6.8280e-01,9.9188e-01,3.7419e-01,1.0417e-01,1.8881e+05,65142
3,524,6,0.50,7.0103e-01,9.7855e-01,3.7419e-01,1.0417e-01,1.8881e+05,65142
3,524,7,0.50,7.1153e-01,9.6494e-01,3.7419e-01,1.0417e-01,1.8881e+05,65142
3,524,8,0.50,6.8040e-01,9.7131e-01,3.7419e-01,1.0417e-01,1.8881e+05,65142
3,524,9,0.50,6.8286e-01,9.5829e-01,3.7419e-01,1.0417e-01,1.8881e+05,65142
3,524,10,0.50,6.9649e-01,9.6306e-01,3.7419e-01,1.0417e-01,1.8881e+05,65142
