id_esperimento,seed,round,p_profile,accuracy,loss,energia(J),banda(MB),flops_inferenza,samples
1,396,1,0.50,8.3046e-01,1.0173e+00,3.6448e-02,8.7112e-02,1.8444e+05,5800
1,396,2,0.50,8.8904e-01,5.6779e-01,3.6448e-02,8.7112e-02,1.8444e+05,5800
1,396,3,0.50,9.0076e-01,4.6110e-01,3.6448e-02,8.7112e-02,1.8444e+05,5800
1,396,4,0.50,9.0558e-01,3.9242e-01,3.6448e-02,8.7112e-02,1.8444e+05,5800
1,396,5,0.50,9.0834e-01,3.4912e-01,3.6448e-02,8.7112e-02,1.8444e+05,5800
1,396,6,0.50,9.1454e-01,3.2601e-01,3.6448e-02,8.7112e-02,1.8444e+05,5800
1,396,7,0.50,9.1523e-01,3.0938e-01,3.6448e-02,8.7112e-02,1.8444e+05,5800
1,396,8,0.50,9.1799e-01,2.9610e-01,3.6448e-02,8.7112e-02,1.8444e+05,5800
1,396,9,0.50,9.1937e-01,2.8549e-01,3.6448e-02,8.7112e-02,1.8444e+05,5800
1,396,10,0.50,9.2419e-01,2.7620e-01,3.6448e-02,8.7112e-02,1.8444e+05,5800
1,396,11,0.50,9.2626e-01,2.6857e-01,3.6448e-02,8.7112e-02,1.8444e+05,5800
1,396,12,0.50,9.2695e-01,2.6177e-01,3.6448e-02,8.7112e-02,1.8444e+05,5800
1,396,13,0.50,9.2764e-01,2.5514e-01,3.6448e-02,8.7112e-02,1.8444e+05,5800
1,396,14,0.50,9.2764e-01,2.4909e-01,3.6448e-02,8.7112e-02,1.8444e+05,5800
1,396,15,0.50,9.2833e-01,2.4299e-01,3.6448e-02,8.7112e-02,1.8444e+05,5800
2,397,1,0.50,8.2012e-01,1.2866e+00,3.6448e-02,8.7112e-02,1.8444e+05,5800
2,397,2,0.50,8.6768e-01,5.9783e-01,3.6448e-02,8.7112e-02,1.8444e+05,5800
2,397,3,0.50,8.8422e-01,4.7596e-01,3.6448e-02,8.7112e-02,1.8444e+05,5800
