id_esperimento,seed,round,p_profile,accuracy,loss,energia(J),banda(MB),flops_inferenza,samples
1,218,1,0.25,1.0083e-01,2.3016e+00,7.9110e-03,2.2514e-02,4.7120e+04,4800
1,218,2,0.25,1.0083e-01,2.3012e+00,7.9110e-03,2.2514e-02,4.7120e+04,4800
1,218,3,0.25,5.3417e-01,2.1663e+00,7.9110e-03,2.2514e-02,4.7120e+04,4800
1,218,4,0.25,8.5833e-01,9.5328e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
1,218,5,0.25,9.1167e-01,5.6696e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
1,218,6,0.25,9.3000e-01,4.2493e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
1,218,7,0.25,9.3750e-01,3.3902e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
1,218,8,0.25,9.2583e-01,3.0202e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
1,218,9,0.25,9.2917e-01,2.6561e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
1,218,10,0.25,9.3667e-01,2.4414e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
1,218,11,0.25,9.4167e-01,2.2926e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
1,218,12,0.25,9.4000e-01,2.2166e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
1,218,13,0.25,9.4000e-01,2.1615e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
1,218,14,0.25,9.3750e-01,2.0830e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
1,218,15,0.25,9.4583e-01,2.0024e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
2,219,1,0.25,9.5000e-02,2.3019e+00,7.9110e-03,2.2514e-02,4.7120e+04,4800
2,219,2,0.25,6.3000e-01,1.6987e+00,7.9110e-03,2.2514e-02,4.7120e+04,4800
2,219,3,0.25,8.5250e-01,8.5203e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
2,219,4,0.25,8.7750e-01,5.9850e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
2,219,5,0.25,8.8750e-01,4.6600e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
2,219,6,0.25,9.2250e-01,3.6959e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
2,219,7,0.25,9.2667e-01,3.0437e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
2,219,8,0.25,9.4417e-01,2.6780e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
2,219,9,0.25,9.2750e-01,2.4204e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
2,219,10,0.25,9.3750e-01,2.2246e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
2,219,11,0.25,9.3917e-01,2.0952e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
2,219,12,0.25,9.3917e-01,1.9946e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
2,219,13,0.25,9.4083e-01,1.8864e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
2,219,14,0.25,9.4000e-01,1.8331e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
2,219,15,0.25,9.4167e-01,1.7442e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
3,220,1,0.25,1.0250e-01,2.3022e+00,7.9110e-03,2.2514e-02,4.7120e+04,4800
3,220,2,0.25,3.0583e-01,2.2701e+00,7.9110e-03,2.2514e-02,4.7120e+04,4800
3,220,3,0.25,8.5917e-01,9.9965e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
3,220,4,0.25,9.2333e-01,6.1205e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
3,220,5,0.25,9.1083e-01,4.6913e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
3,220,6,0.25,9.2167e-01,3.8282e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
3,220,7,0.25,9.3583e-01,3.3052e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
3,220,8,0.25,9.4167e-01,2.8352e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
3,220,9,0.25,9.4000e-01,2.6868e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
3,220,10,0.25,9.4083e-01,2.5308e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
3,220,11,0.25,9.3500e-01,2.2927e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
3,220,12,0.25,9.1917e-01,2.1721e-01,7.9110e-03,2.2514e-02,4.7120e+04,4800
