id_esperimento,seed,round,p_profile,accuracy,loss,energia(J),banda(MB),flops_inferenza,samples
1,233,1,0.75,8.6887e-01,8.7972e-01,4.2811e-02,1.9118e-01,3.1596e+05,3508
1,233,2,0.75,9.6351e-01,3.5443e-01,4.2811e-02,1.9118e-01,3.1596e+05,3508
1,233,3,0.75,9.6807e-01,2.2527e-01,4.2811e-02,1.9118e-01,3.1596e+05,3508
1,233,4,0.75,9.7605e-01,1.7712e-01,4.2811e-02,1.9118e-01,3.1596e+05,3508
1,233,5,0.75,9.7948e-01,1.5517e-01,4.2811e-02,1.9118e-01,3.1596e+05,3508
1,233,6,0.75,9.8290e-01,1.4099e-01,4.2811e-02,1.9118e-01,3.1596e+05,3508
1,233,7,0.75,9.8518e-01,1.3016e-01,4.2811e-02,1.9118e-01,3.1596e+05,3508
1,233,8,0.75,9.7377e-01,1.1945e-01,4.2811e-02,1.9118e-01,3.1596e+05,3508
1,233,9,0.75,9.8518e-01,1.0754e-01,4.2811e-02,1.9118e-01,3.1596e+05,3508
1,233,10,0.75,9.8518e-01,1.0147e-01,4.2811e-02,1.9118e-01,3.1596e+05,3508
1,233,11,0.75,9.8404e-01,9.4877e-02,4.2811e-02,1.9118e-01,3.1596e+05,3508
1,233,12,0.75,9.8632e-01,9.0968e-02,4.2811e-02,1.9118e-01,3.1596e+05,3508
1,233,13,0.75,9.8290e-01,7.0018e-02,4.2811e-02,1.9118e-01,3.1596e+05,3508
1,233,14,0.75,9.8746e-01,6.4734e-02,4.2811e-02,1.9118e-01,3.1596e+05,3508
1,233,15,0.75,9.8632e-01,6.4226e-02,4.2811e-02,1.9118e-01,3.1596e+05,3508
2,234,1,0.75,9.1676e-01,8.7692e-01,4.2811e-02,1.9118e-01,3.1596e+05,3508
2,234,2,0.75,9.6123e-01,3.7545e-01,4.2811e-02,1.9118e-01,3.1596e+05,3508
2,234,3,0.75,9.5439e-01,2.5320e-01,4.2811e-02,1.9118e-01,3.1596e+05,3508
2,234,4,0.75,9.5895e-01,2.0031e-01,4.2811e-02,1.9118e-01,3.1596e+05,3508
2,234,5,0.75,9.5097e-01,1.6755e-01,4.2811e-02,1.9118e-01,3.1596e+05,3508
